5.431346416473389|7
6.304071426391602|7
5.895194053649902|6
8.133234024047852|8
5.6188435554504395|7
4.559751510620117|5
4.425787925720215|5
4.532696723937988|5
24.859447479248047|12
17.469688415527344|7
7.061193943023682|3
12.792043685913086|6
4.5815582275390625|2
4.763908386230469|2
4.545745849609375|3
6.4537882804870605|4
5.655641078948975|4
4.059709072113037|2
9.160367012023926|4
6.7968010902404785|4
5.060458660125732|3
6.703521251678467|3
10.94023609161377|4
5.849402904510498|4
3.479886531829834|0
3.8119843006134033|3
5.638637542724609|2
7.680675029754639|4
6.609385013580322|3
6.59148645401001|2
6.569559097290039|0
7.463471412658691|4
3.476868152618408|1
3.452522039413452|0
4.442677021026611|3
4.435306072235107|1
7.806217670440674|5
12.580698013305664|6
21.43694496154785|11
6.488076210021973|3
48.21047592163086|17
46.06911087036133|17
21.345050811767578|13
3.253298044204712|4
10.121232986450195|5
10.237966537475586|7
6.954690456390381|8
4.523176670074463|3
5.002969741821289|5
10.188482284545898|10
5.5555195808410645|7
17.3096981048584|12
5.755198001861572|4
8.184536933898926|7
5.981873989105225|6
21.243494033813477|12
7.686954021453857|9
7.932405948638916|6
6.716489315032959|9
4.4258928298950195|5
4.23969841003418|5
5.385975360870361|6
3.5288758277893066|4
3.2360165119171143|3
4.227203845977783|5
23.97385025024414|13
18.307065963745117|9
58.39842224121094|27
10.696045875549316|7
9.235755920410156|4
12.17362117767334|10
17.51725196838379|11
8.383996963500977|8
6.043756008148193|5
8.209185600280762|7
7.097940444946289|5
5.946508884429932|1
7.185507297515869|4
29.963062286376953|17
18.561477661132812|10
5.330728530883789|7
3.5617330074310303|5
4.256018161773682|5
5.2425689697265625|5
4.4746880531311035|5
4.271856784820557|5
5.522180080413818|7
4.248857021331787|6
7.1103034019470215|8
