5.115869522094727|7
6.243600845336914|7
3.672598123550415|4
6.141819477081299|6
5.877608776092529|7
3.657421112060547|4
4.899195194244385|3
10.393294334411621|6
8.23128890991211|6
7.458375930786133|3
4.977456092834473|5
3.5621426105499268|4
8.749226570129395|3
6.181504726409912|7
11.969653129577637|7
10.281002044677734|6
18.124530792236328|11
11.503957748413086|10
16.9762020111084|3
8.505550384521484|8
4.40569543838501|4
3.8775076866149902|2
5.300123691558838|6
6.126214027404785|5
7.640529155731201|5
11.394913673400879|6
11.567670822143555|6
16.81593894958496|7
13.944247245788574|10
5.4537353515625|5
3.732241153717041|4
5.486319541931152|7
5.272943496704102|5
3.7519490718841553|4
